Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2594,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,de Bundesliga,24-272,1997,10.6,16.0,21.7,73.9,253.7,66.9,7.64,9.81,77.9,6.79,8.58,79.1,1.04,1.32,78.6,0.00,0.14,-0.14,1.23,0.75,1.23,0.19,2.17,Matches
2595,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,fr Ligue 1,21-040,2001,19.9,46.5,53.8,86.4,861.2,182.6,18.3,20.3,90.3,21.7,23.6,91.7,5.63,7.69,73.2,0.10,0.14,-0.04,0.95,4.42,0.80,0.00,4.07,Matches
2596,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,de Bundesliga,18-183,2003,4.3,20.9,27.2,76.9,313.5,57.2,13.3,15.1,87.7,5.58,8.14,68.6,1.63,2.33,70.0,0.00,0.07,-0.07,0.93,0.47,0.70,0.00,0.93,Matches
2597,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,fr Ligue 1,23-062,1999,1.7,19.4,21.2,91.7,273.5,60.0,12.4,12.9,95.5,7.06,7.06,100.0,0.00,1.18,0.0,0.00,0.06,-0.06,1.18,0.59,0.59,0.00,1.76,Matches
2598,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,eng Premier League,24-363,1997,25.2,48.2,58.6,82.3,904.7,255.6,20.0,22.6,88.2,21.8,24.7,88.3,5.71,9.48,60.3,0.12,0.14,-0.02,1.31,5.40,0.91,0.16,5.56,Matches
2599,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,eng Premier League,24-334,1997,21.3,42.4,54.6,77.7,807.2,259.0,16.5,18.8,88.0,21.1,24.6,85.9,4.32,9.34,46.2,0.14,0.09,0.05,1.03,3.43,1.17,0.75,3.57,Matches
2600,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,de Bundesliga,23-278,1998,1.2,20.0,35.8,55.8,320.0,88.3,10.8,21.7,50.0,5.83,9.17,63.6,1.67,2.50,66.7,0.00,0.17,-0.17,0.83,1.67,0.00,0.00,1.67,Matches
2601,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,de Bundesliga,19-342,2002,1.2,25.8,33.3,77.5,386.7,128.3,15.8,18.3,86.4,8.33,11.7,71.4,0.83,1.67,50.0,0.00,0.33,-0.33,2.50,0.00,1.67,0.00,5.00,Matches
2602,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,de Bundesliga,23-121,1999,20.5,22.6,32.0,70.6,411.4,128.4,9.76,11.7,83.7,9.80,12.0,81.7,2.49,5.85,42.5,0.10,0.10,-0.00,1.07,1.90,0.88,0.10,2.83,Matches
2603,David Timor\174651c8,es ESP,MF,Getafe,es La Liga,32-200,1989,3.8,36.8,46.3,79.5,813.7,237.6,14.2,16.6,85.7,14.5,16.3,88.7,7.63,12.6,60.4,0.00,0.00,0.00,0.00,4.21,0.53,0.00,5.26,Matches
2604,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,fr Ligue 1,22-126,1999,31.6,60.1,68.3,88.0,1300.2,400.0,15.5,17.0,91.6,35.0,36.8,95.1,9.34,13.8,67.8,0.00,0.02,-0.02,0.38,5.00,0.25,0.03,3.70,Matches
2605,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,fr Ligue 1,29-233,1992,23.3,29.0,36.7,79.2,464.1,96.8,15.5,17.8,87.0,10.7,13.3,80.9,2.02,3.48,58.0,0.17,0.15,0.02,1.33,1.03,1.67,0.60,2.53,Matches
2606,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,de Bundesliga,27-275,1994,7.6,62.6,72.2,86.7,1197.5,361.6,27.4,30.1,90.8,25.7,28.6,89.9,8.68,11.2,77.6,0.13,0.24,-0.11,1.97,9.74,0.79,0.00,10.0,Matches
2607,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,it Serie A,27-270,1994,15.5,48.7,55.2,88.3,838.6,269.6,23.4,25.1,93.3,19.7,22.0,89.4,4.90,6.71,73.1,0.06,0.07,-0.01,0.84,2.13,0.71,0.26,2.45,Matches
2608,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,it Serie A,31-207,1990,16.0,49.1,58.8,83.5,1000.5,370.6,17.0,18.6,91.3,24.6,27.6,89.3,7.25,10.9,66.3,0.06,0.03,0.03,0.50,5.25,0.50,0.13,4.63,Matches
2609,Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,es La Liga,27-200,1994,30.0,18.7,22.7,82.4,343.1,56.2,10.3,11.4,90.4,5.47,6.53,83.7,2.60,3.70,70.3,0.10,0.05,0.05,0.87,1.47,0.53,0.13,1.73,Matches
2610,Tiago Tomás\b492126a,pt POR,FW,Stuttgart,de Bundesliga,19-323,2002,10.5,12.5,19.3,64.5,170.7,29.6,8.19,11.4,71.7,3.14,4.57,68.8,0.57,1.71,33.3,0.00,0.06,-0.06,0.57,0.48,0.38,0.10,0.86,Matches
2611,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,it Serie A,23-181,1998,0.1,30.0,30.0,100.0,930.0,830.0,0.00,0.00,,10.0,10.0,100.0,20.0,20.0,100.0,0.00,0.00,0.00,10.0,0.00,10.0,10.0,0.00,Matches
2612,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,eng Premier League,23-181,1998,16.2,46.4,58.3,79.6,829.3,301.6,21.3,24.4,87.3,19.4,24.2,80.1,5.00,7.84,63.8,0.06,0.04,0.02,0.62,3.64,0.93,0.74,2.84,Matches
2613,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,eng Premier League,33-037,1989,6.1,45.2,51.5,87.9,1097.0,286.9,7.54,8.36,90.2,27.4,29.0,94.4,10.2,13.4,75.6,0.00,0.07,-0.07,0.33,0.82,0.00,0.00,1.48,Matches
2614,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,it Serie A,24-137,1997,27.3,50.7,57.0,89.0,1107.8,336.7,11.8,12.8,92.0,29.0,30.9,94.0,9.16,12.3,74.6,0.00,0.00,-0.00,0.11,2.38,0.00,0.00,2.31,Matches
2615,Sandro Tonali\0db169ae,it ITA,MF,Milan,it Serie A,21-362,2000,26.7,43.3,52.8,81.9,895.2,240.6,15.7,17.2,90.9,18.0,20.0,89.7,8.61,13.8,62.5,0.07,0.12,-0.04,1.54,4.04,0.90,0.26,3.67,Matches
2616,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,it Serie A,32-108,1990,9.7,47.9,56.7,84.5,1041.4,408.9,13.5,14.7,91.6,24.9,27.0,92.4,8.76,13.5,64.9,0.00,0.02,-0.02,0.52,3.92,0.62,0.00,4.64,Matches
2617,Ivan Toney\e09f279b,eng ENG,FW,Brentford,eng Premier League,26-050,1996,29.3,14.7,24.8,59.1,215.9,75.9,8.70,12.6,68.9,4.13,7.34,56.3,1.09,2.39,45.7,0.14,0.17,-0.03,1.23,1.84,0.92,0.07,2.53,Matches
2618,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,it Serie A,29-311,1992,1.3,23.8,35.4,67.4,457.7,100.8,13.1,16.2,81.0,6.92,10.8,64.3,3.85,5.38,71.4,0.00,0.08,-0.08,1.54,3.08,0.77,0.00,2.31,Matches
2619,Lucas Torreira\52611641,uy URU,MF,Fiorentina,it Serie A,26-083,1996,23.5,48.7,55.5,87.7,1048.8,230.7,14.3,16.0,89.1,24.3,26.6,91.7,9.53,11.7,81.2,0.04,0.07,-0.03,0.94,3.83,0.94,0.04,4.64,Matches
2620,Raúl Torrente\4d753a3f,es ESP,DF,Granada,es La Liga,21-065,2001,14.2,31.3,42.5,73.8,733.9,257.5,8.10,9.44,85.8,15.8,18.5,85.5,7.39,13.7,53.8,0.00,0.06,-0.06,0.28,1.83,0.07,0.00,1.83,Matches
2621,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,eng Premier League,22-065,2000,3.4,16.2,21.2,76.4,245.3,22.1,8.53,10.6,80.6,5.29,6.18,85.7,1.47,1.76,83.3,0.29,0.00,0.29,0.29,0.59,0.29,0.00,0.59,Matches
2622,Ferrán Torres\9e1035f8,es ESP,FW,Barcelona,es La Liga,22-065,2000,12.6,31.7,37.3,84.9,485.1,103.6,18.7,21.0,89.4,9.84,11.4,86.1,2.22,2.94,75.7,0.32,0.22,0.10,0.71,1.90,0.71,0.08,2.86,Matches
2623,Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,es La Liga,27-176,1994,10.0,46.2,56.9,81.2,951.8,249.7,19.4,21.8,89.0,17.0,19.2,88.5,8.90,13.5,65.9,0.20,0.14,0.06,0.70,6.00,0.70,0.10,3.80,Matches
2624,Pau Torres\532e1e4f,es ESP,DF,Villarreal,es La Liga,25-109,1997,28.0,57.2,65.9,86.7,1331.4,446.7,13.9,15.3,90.9,30.9,32.9,93.7,12.1,16.6,72.5,0.00,0.03,-0.03,0.25,5.79,0.21,0.00,5.71,Matches
2625,Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,es La Liga,33-059,1989,7.9,30.9,49.9,61.9,634.9,224.7,13.9,17.1,81.5,10.1,15.6,65.0,6.58,14.8,44.4,0.25,0.27,-0.01,2.91,2.53,1.77,0.63,3.29,Matches
2626,Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,es La Liga,27-290,1994,28.1,32.6,41.7,78.2,577.5,153.3,14.6,17.7,82.5,13.8,16.8,82.2,3.31,5.30,62.4,0.00,0.01,-0.01,0.25,3.02,0.46,0.04,4.16,Matches
2627,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,de Bundesliga,24-271,1997,5.4,35.9,43.7,82.2,822.8,270.0,7.41,8.15,90.9,21.3,24.1,88.5,6.30,9.26,68.0,0.19,0.00,0.19,0.37,1.30,0.00,0.00,2.22,Matches
2628,Cenk Tosun\9a104dee,tr TUR,FW,Everton,eng Premier League,30-332,1991,0.1,20.0,20.0,100.0,370.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2629,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,it Serie A,28-063,1994,4.8,28.5,36.0,79.2,459.8,78.8,14.6,16.3,89.7,10.6,13.8,77.3,2.50,4.38,57.1,0.00,0.00,0.00,0.00,2.50,0.00,0.00,1.67,Matches
2630,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,de Bundesliga,26-007,1996,5.0,28.6,39.6,72.2,471.2,237.6,13.6,16.6,81.9,12.6,16.4,76.8,2.00,4.00,50.0,0.00,0.00,0.00,0.00,1.60,0.00,0.00,3.20,Matches
2631,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,de Bundesliga,25-006,1997,19.8,26.2,35.1,74.6,507.6,163.6,10.3,12.5,82.6,11.2,13.9,80.4,3.84,6.41,59.8,0.00,0.05,-0.05,0.61,3.38,0.61,0.10,3.84,Matches
2632,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,fr Ligue 1,35-158,1986,14.6,15.0,19.1,78.5,220.8,24.5,9.18,11.4,80.7,4.52,5.41,83.5,0.96,1.16,82.4,0.00,0.03,-0.03,0.68,0.41,0.27,0.00,0.68,Matches
2633,Andros Townsend\b28bbd58,eng ENG,MF,Everton,eng Premier League,30-293,1991,16.2,21.1,30.1,70.2,367.2,128.1,10.0,11.7,85.3,8.52,10.8,78.9,2.28,5.93,38.5,0.12,0.15,-0.02,1.85,1.11,1.73,0.80,2.84,Matches
2634,Adama Traoré\9a28eba4,es ESP,FWDF,Barcelona,es La Liga,26-100,1996,3.4,32.1,43.8,73.2,512.1,125.6,18.2,20.9,87.3,10.6,16.2,65.5,2.06,3.82,53.8,0.59,0.18,0.41,1.76,1.76,3.24,2.06,2.94,Matches
2635,Adama Traoré\9a28eba4,es ESP,FW,Wolves,eng Premier League,26-100,1996,11.9,20.6,27.6,74.5,354.9,66.7,10.5,13.4,78.6,7.14,9.50,75.2,2.61,3.45,75.6,0.00,0.14,-0.14,1.60,1.43,1.26,0.59,1.93,Matches
2636,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,fr Ligue 1,20-059,2002,0.2,10.0,20.0,50.0,160.0,0.00,5.00,15.0,33.3,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2637,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,eng Premier League,26-241,1995,2.0,25.0,32.5,76.9,480.5,114.5,10.5,12.0,87.5,11.0,14.0,78.6,3.50,4.00,87.5,0.00,0.00,0.00,0.00,2.00,2.00,0.00,5.00,Matches
2638,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,fr Ligue 1,20-258,2001,16.5,33.5,40.1,83.4,693.0,161.5,10.7,12.5,85.9,16.8,18.8,89.4,5.33,7.45,71.5,0.06,0.05,0.01,0.73,2.55,0.48,0.00,3.52,Matches
2639,Charles Traore\de488e56,ml MLI,DF,Nantes,fr Ligue 1,30-124,1992,8.0,42.1,52.4,80.4,784.1,325.1,17.9,19.9,89.9,18.6,22.5,82.8,5.13,8.50,60.3,0.00,0.00,0.00,0.00,3.38,0.38,0.00,4.00,Matches
2640,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,fr Ligue 1,30-098,1992,29.1,57.5,68.1,84.4,1125.1,359.6,20.0,22.5,88.7,29.6,33.4,88.6,7.39,10.7,69.1,0.34,0.15,0.20,1.10,4.09,1.58,0.41,5.36,Matches
2641,Ismaël Traoré\b666421b,ci CIV,DF,Angers,fr Ligue 1,35-260,1986,33.7,43.9,48.4,90.6,1003.6,291.3,8.46,9.20,91.9,26.3,27.6,95.5,8.90,11.0,81.1,0.00,0.01,-0.01,0.21,1.07,0.03,0.03,1.39,Matches
2642,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31-301,1990,30.0,25.3,39.2,64.5,738.4,474.8,6.03,6.03,100.0,10.0,10.3,97.7,9.07,22.8,39.8,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
2643,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,fr Ligue 1,29-253,1992,10.5,39.2,54.6,71.9,683.1,271.6,19.0,21.9,87.0,15.7,20.4,77.1,3.62,9.14,39.6,0.00,0.02,-0.02,0.67,2.38,1.05,0.38,3.33,Matches
2644,Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,es La Liga,34-009,1988,21.5,35.3,46.2,76.5,622.9,190.6,17.7,20.5,86.6,12.4,15.0,82.7,4.37,8.65,50.5,0.42,0.20,0.22,2.37,4.00,1.16,0.19,4.74,Matches
2645,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,eng Premier League,27-216,1994,0.1,60.0,60.0,100.0,970.0,370.0,50.0,50.0,100.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,20.0,10.0,0.00,10.0,Matches
2646,Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,es La Liga,30-200,1991,22.1,41.7,51.6,80.8,749.7,227.0,18.6,21.0,88.2,17.7,20.5,86.3,4.66,7.69,60.6,0.18,0.11,0.07,0.95,5.61,1.40,0.14,5.97,Matches
2647,Simone Trimboli\f5f21026,it ITA,MF,Sampdoria,it Serie A,20-016,2002,0.3,86.7,93.3,92.9,1716.7,386.7,30.0,33.3,90.0,43.3,43.3,100.0,13.3,13.3,100.0,0.00,0.00,0.00,0.00,13.3,3.33,0.00,16.7,Matches
2648,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,de Bundesliga,35-070,1987,20.1,36.5,53.3,68.5,708.1,308.0,15.5,18.3,84.8,14.9,18.9,79.2,5.52,13.7,40.4,0.00,0.08,-0.08,1.29,2.89,1.09,0.70,3.73,Matches
2649,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,eng Premier League,22-127,1999,14.5,23.4,30.5,76.7,394.3,87.8,11.9,13.9,86.1,8.55,10.3,83.2,2.34,4.14,56.7,0.07,0.08,-0.01,1.03,1.86,0.83,0.34,2.14,Matches
2650,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,eng Premier League,31-228,1990,3.5,39.1,57.4,68.2,861.7,490.9,14.3,15.7,90.9,14.9,22.6,65.8,9.14,16.9,54.2,0.00,0.11,-0.11,1.71,4.00,1.43,0.00,4.57,Matches
2651,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,es La Liga,31-228,1990,10.8,56.7,71.6,79.2,1121.9,473.3,22.9,25.4,90.1,24.4,29.1,83.8,8.61,15.1,57.1,0.00,0.02,-0.02,0.65,5.00,2.13,0.37,8.06,Matches
2652,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,eng Premier League,28-246,1993,15.3,28.6,36.2,78.9,751.0,238.8,4.18,5.03,83.1,15.8,17.6,89.6,8.50,13.1,65.0,0.00,0.01,-0.01,0.07,1.90,0.07,0.00,2.03,Matches
2653,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,eng Premier League,27-152,1994,29.3,29.8,38.3,77.8,526.0,114.4,15.2,17.7,85.6,9.86,12.6,78.5,3.75,5.22,71.9,0.03,0.09,-0.06,1.30,2.32,1.81,0.17,3.92,Matches
2654,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,fr Ligue 1,20-166,2001,15.5,53.7,65.0,82.6,912.4,279.0,26.5,29.2,90.7,22.4,26.3,85.0,4.19,6.90,60.7,0.06,0.11,-0.05,0.84,3.61,1.23,0.52,4.32,Matches
2655,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,eng Premier League,25-358,1996,7.4,47.6,66.2,71.8,867.7,314.1,20.3,23.0,88.2,21.1,26.6,79.2,5.54,13.0,42.7,0.27,0.23,0.04,2.43,2.43,1.22,0.81,4.73,Matches
2656,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,eng Premier League,24-172,1997,5.6,35.2,40.5,86.8,765.5,199.3,8.93,9.82,90.9,18.6,20.5,90.4,6.96,9.46,73.6,0.00,0.00,0.00,0.00,0.54,0.00,0.00,1.07,Matches
2657,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,it Serie A,24-172,1997,0.1,40.0,40.0,100.0,820.0,490.0,10.0,10.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,Matches
2658,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,eng Premier League,27-043,1995,3.7,23.0,33.0,69.7,422.7,114.9,10.8,13.0,83.3,9.46,11.9,79.5,2.43,5.68,42.9,0.00,0.05,-0.05,1.08,3.51,0.27,0.00,2.97,Matches
2659,Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,es La Liga,20-094,2002,2.3,35.2,40.9,86.2,635.2,110.4,18.7,20.0,93.5,10.4,13.5,77.4,5.65,6.52,86.7,0.00,0.09,-0.09,1.30,2.17,0.43,0.00,1.30,Matches
2660,Tuta\35d64857,br BRA,DF,Eint Frankfurt,de Bundesliga,22-305,1999,23.1,43.8,54.7,80.0,977.6,328.6,11.6,13.2,87.9,23.3,26.3,88.8,8.48,13.9,61.1,0.00,0.00,-0.00,0.13,3.20,0.13,0.09,2.94,Matches
2661,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,eng Premier League,20-095,2002,3.7,20.3,27.6,73.5,346.8,87.8,10.5,12.7,83.0,7.03,8.38,83.9,2.16,4.32,50.0,0.00,0.27,-0.27,2.16,0.81,0.54,0.27,1.89,Matches
2662,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,it Serie A,19-158,2002,24.9,26.3,33.0,79.9,384.8,149.7,14.5,16.7,86.3,9.80,12.1,81.1,0.88,1.45,61.1,0.08,0.08,0.00,0.88,1.45,0.72,0.08,2.53,Matches
2663,Matthieu Udol\cc41f558,fr FRA,DF,Metz,fr Ligue 1,26-046,1996,11.2,33.9,43.9,77.2,630.2,248.9,14.6,16.3,89.6,15.0,17.5,85.7,4.11,8.21,50.0,0.00,0.04,-0.04,0.45,1.52,0.09,0.09,2.50,Matches
2664,Ike Ugbo\8a53d24b,ca CAN,FW,Troyes,fr Ligue 1,23-226,1998,7.8,11.9,14.9,80.2,157.9,22.1,8.72,9.23,94.4,2.05,3.33,61.5,0.64,0.77,83.3,0.00,0.05,-0.05,0.51,0.90,0.38,0.00,0.90,Matches
2665,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,fr Ligue 1,18-040,2004,4.3,43.0,48.4,88.9,845.8,133.5,14.9,16.0,92.8,21.6,23.5,92.1,5.81,7.67,75.8,0.00,0.02,-0.02,0.47,1.86,0.23,0.00,2.09,Matches
2666,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,fr Ligue 1,29-250,1992,25.7,11.8,14.9,78.9,186.4,24.7,6.38,7.35,86.8,4.20,4.86,86.4,0.86,1.83,46.8,0.08,0.05,0.03,0.43,0.23,0.43,0.19,0.66,Matches
2667,Anthony Ujah\99be8fb5,ng NGA,FWMF,Union Berlin,de Bundesliga,31-203,1990,0.4,12.5,22.5,55.6,177.5,0.00,10.0,12.5,80.0,2.50,5.00,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2668,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,it Serie A,25-322,1996,2.2,13.6,20.0,68.2,239.1,129.5,8.18,10.0,81.8,3.64,5.00,72.7,1.82,4.55,40.0,0.00,0.00,0.00,0.00,1.36,0.45,0.00,2.27,Matches
2669,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,33-275,1988,6.0,33.3,39.3,84.7,748.3,426.5,10.3,10.5,98.4,14.3,14.7,97.7,8.17,13.7,59.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2670,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,es La Liga,28-172,1993,1.0,42.0,50.0,84.0,898.0,324.0,14.0,15.0,93.3,22.0,25.0,88.0,6.00,9.00,66.7,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
2671,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,es La Liga,24-360,1997,27.2,13.8,21.7,63.6,194.2,42.2,8.20,11.6,70.6,3.97,6.25,63.5,0.74,1.43,51.3,0.04,0.07,-0.03,0.96,1.03,0.22,0.07,1.40,Matches
2672,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,fr Ligue 1,24-295,1997,21.5,29.4,39.4,74.5,515.3,137.6,15.2,17.7,85.8,9.81,12.8,76.4,3.63,6.65,54.5,0.05,0.17,-0.13,1.30,1.30,1.81,0.42,3.49,Matches
2673,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,de Bundesliga,23-190,1998,22.6,82.2,90.9,90.4,1841.4,556.7,20.3,21.8,93.1,45.2,48.5,93.3,16.2,19.6,82.8,0.22,0.04,0.18,0.40,7.39,0.40,0.00,5.62,Matches
2674,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,de Bundesliga,28-270,1993,2.0,31.5,45.0,70.0,1172.5,881.5,2.00,2.00,100.0,14.5,14.5,100.0,15.0,28.5,52.6,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.50,Matches
2675,Jere Uronen\d75f3980,fi FIN,DF,Brest,fr Ligue 1,27-296,1994,9.7,37.7,46.5,81.2,689.5,259.0,16.4,18.1,90.3,16.8,19.8,84.9,3.92,6.70,58.5,0.00,0.01,-0.01,0.31,2.68,1.03,0.31,3.30,Matches
2676,Mark Uth\a3ddb1b9,de GER,MFFW,Köln,de Bundesliga,30-254,1991,20.7,22.7,33.1,68.4,466.5,138.4,9.61,12.3,78.0,7.78,10.2,76.3,4.98,8.60,57.9,0.39,0.26,0.13,2.08,2.66,1.11,0.53,3.04,Matches
2677,Myrto Uzuni\01da7812,al ALB,MFFW,Granada,es La Liga,26-339,1995,8.0,15.3,22.4,68.2,228.0,65.4,8.75,11.4,76.9,4.38,6.75,64.8,1.25,2.13,58.8,0.00,0.04,-0.04,0.38,0.63,0.13,0.00,1.25,Matches
2678,Antonio Vacca\444c89d9,it ITA,MF,Venezia,it Serie A,31-357,1990,10.9,51.9,59.8,86.8,1104.0,308.3,15.2,17.0,89.7,25.8,28.1,91.8,10.2,13.1,77.6,0.00,0.02,-0.02,0.37,4.13,0.73,0.00,3.94,Matches
2679,Álvaro Vadillo\61b62b33,es ESP,MFDF,Espanyol,es La Liga,27-235,1994,0.1,70.0,110.0,63.6,1170.0,100.0,30.0,40.0,75.0,10.0,10.0,100.0,10.0,30.0,33.3,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
2680,Óscar Valentín\592f3158,es ESP,MF,Rayo Vallecano,es La Liga,27-258,1994,25.1,37.7,44.7,84.5,760.2,205.8,14.3,15.7,91.6,16.8,18.7,89.6,6.18,8.92,69.2,0.00,0.04,-0.04,0.52,4.42,0.44,0.04,4.10,Matches
2681,Germán Valera\84f55b4a,es ESP,FWMF,Real Sociedad,es La Liga,20-050,2002,0.6,23.3,28.3,82.4,348.3,60.0,15.0,15.0,100.0,5.00,8.33,60.0,3.33,5.00,66.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
2682,Yan Valery\531a4aa8,fr FRA,DF,Southampton,eng Premier League,23-072,1999,4.1,26.3,37.8,69.7,463.2,144.4,11.2,14.1,79.3,12.2,15.6,78.1,1.95,5.85,33.3,0.00,0.02,-0.02,0.24,2.44,0.24,0.24,1.95,Matches
2683,Martin Valjent\f2c6ac01,sk SVK,DF,Mallorca,es La Liga,26-145,1995,31.3,32.4,39.0,83.0,742.8,280.3,8.69,9.46,91.9,15.6,17.1,91.4,7.64,11.7,65.5,0.00,0.02,-0.02,0.19,2.04,0.03,0.00,1.60,Matches
2684,Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,es La Liga,25-120,1997,1.1,50.9,52.7,96.6,1012.7,282.7,13.6,14.5,93.8,31.8,31.8,100.0,4.55,4.55,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,Matches
2685,Manu Vallejo\0bc4e720,es ESP,MFFW,Alavés,es La Liga,25-080,1997,3.0,19.0,27.0,70.4,369.3,89.7,10.3,13.7,75.6,4.67,5.67,82.4,3.67,6.00,61.1,0.33,0.13,0.20,1.33,0.67,0.67,0.00,1.33,Matches
2686,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,es La Liga,25-080,1997,1.1,28.2,40.0,70.5,463.6,170.9,14.5,16.4,88.9,10.0,13.6,73.3,2.73,7.27,37.5,0.00,0.09,-0.09,1.82,0.91,0.91,0.00,4.55,Matches
2687,Federico Valverde\0959c2a2,uy URU,MF,Real Madrid,es La Liga,23-287,1998,18.0,50.8,58.1,87.6,843.1,194.4,26.3,28.8,91.5,18.3,19.8,92.7,4.67,6.44,72.4,0.06,0.11,-0.05,1.17,5.11,0.89,0.11,3.28,Matches
2688,Vanderson\ee45fd85,br BRA,MFDF,Monaco,fr Ligue 1,20-318,2001,10.1,36.3,49.9,72.8,677.3,225.2,16.8,20.2,83.3,13.5,18.1,74.3,4.95,8.51,58.1,0.10,0.17,-0.07,0.99,3.56,1.58,0.40,4.16,Matches
