Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
113,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-288,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,eng Premier League,29-067,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-307,1999,1.9,1.05,1.05,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Matias Arezo\484ebdb0,uy URU,FW,Granada,es La Liga,19-165,2002,1.7,3.53,3.62,2.94,0.00,0.00,0.59,0.00,0.00,0.59,0.60,0.00,0.00,0.00,0.59,0.00,0.00,Matches
117,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,30-112,1992,3.7,1.35,1.34,0.81,0.00,0.27,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,25-084,1997,14.0,1.93,1.93,1.14,0.00,0.29,0.29,0.21,0.00,0.21,0.21,0.14,0.00,0.00,0.00,0.07,0.00,Matches
119,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,30-036,1992,14.2,3.10,3.09,2.46,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
120,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,33-016,1989,27.9,2.83,2.83,2.19,0.00,0.22,0.29,0.07,0.07,0.22,0.21,0.14,0.00,0.04,0.04,0.00,0.00,Matches
121,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-343,1994,31.3,2.91,2.91,1.50,1.31,0.00,0.00,0.10,0.00,0.16,0.16,0.10,0.03,0.00,0.00,0.03,0.00,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-214,1994,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-262,1990,18.3,2.35,2.35,1.37,0.38,0.00,0.22,0.27,0.11,0.33,0.33,0.11,0.00,0.00,0.11,0.11,0.00,Matches
124,Arthur\a820e429,br BRA,FW,Fiorentina,it Serie A,24-010,1998,6.7,1.79,1.79,1.04,0.00,0.45,0.15,0.15,0.00,0.45,0.45,0.15,0.00,0.15,0.15,0.00,0.00,Matches
125,Santiago Arzamendia\759d8dd7,py PAR,MFDF,Cádiz,es La Liga,24-000,1998,5.2,0.77,0.77,0.58,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Bochum,de Bundesliga,27-176,1994,16.1,2.24,2.24,1.68,0.00,0.12,0.19,0.19,0.06,0.25,0.25,0.19,0.00,0.00,0.00,0.06,0.00,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,25-069,1997,24.4,1.19,1.19,1.02,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-311,1989,6.0,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,26-104,1996,17.2,3.31,3.31,1.92,0.58,0.17,0.47,0.12,0.06,0.41,0.41,0.17,0.00,0.06,0.12,0.00,0.06,Matches
130,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-172,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,21-116,2001,8.1,0.86,0.87,0.74,0.00,0.12,0.00,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
132,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,de Bundesliga,19-270,2002,0.1,10.0,10.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,it Serie A,20-057,2002,12.0,2.17,2.16,1.50,0.25,0.08,0.17,0.08,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
134,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,34-277,1987,30.6,3.17,3.17,2.52,0.23,0.10,0.16,0.16,0.00,0.39,0.39,0.26,0.00,0.03,0.10,0.00,0.00,Matches
135,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21-317,2000,6.5,2.62,2.61,1.85,0.00,0.15,0.46,0.15,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
136,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,21-100,2001,6.9,1.01,1.01,0.58,0.43,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,0.00,0.00,0.00,0.00,Matches
137,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-353,1996,12.7,2.05,2.05,1.34,0.00,0.24,0.08,0.16,0.24,0.24,0.24,0.16,0.00,0.00,0.00,0.08,0.00,Matches
138,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,es La Liga,32-321,1989,9.5,1.16,1.15,0.95,0.00,0.00,0.21,0.00,0.00,0.11,0.10,0.11,0.00,0.00,0.00,0.00,0.00,Matches
139,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32-321,1989,11.5,2.00,2.00,1.22,0.00,0.09,0.43,0.26,0.00,0.26,0.26,0.17,0.00,0.00,0.09,0.00,0.00,Matches
140,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,25-107,1997,25.5,0.20,0.20,0.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-248,1994,23.6,1.36,1.36,1.10,0.13,0.04,0.00,0.04,0.04,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
142,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,fr Ligue 1,24-323,1997,0.7,2.86,2.77,1.43,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,28-014,1994,8.8,1.59,1.59,0.91,0.57,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.11,0.00,0.00,0.00,0.00,Matches
144,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,29-132,1992,10.9,1.19,1.20,1.10,0.09,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
145,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,es La Liga,28-088,1994,18.4,1.79,1.79,1.14,0.16,0.00,0.11,0.27,0.11,0.33,0.33,0.16,0.05,0.00,0.00,0.05,0.05,Matches
146,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,24-266,1997,22.5,2.13,2.14,1.56,0.00,0.18,0.27,0.09,0.04,0.13,0.13,0.00,0.00,0.04,0.00,0.04,0.04,Matches
147,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,31-276,1990,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,30-236,1991,21.4,2.15,2.15,1.40,0.05,0.05,0.14,0.37,0.14,0.28,0.28,0.19,0.00,0.00,0.00,0.05,0.05,Matches
149,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,27-176,1994,13.0,0.46,0.46,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,eng Premier League,30-253,1991,25.0,0.88,0.88,0.64,0.00,0.00,0.24,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.00,Matches
151,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,fr Ligue 1,32-108,1990,4.3,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Sardar Azmoun\10549b49,ir IRN,FWMF,Leverkusen,de Bundesliga,27-124,1995,3.2,2.81,2.81,2.50,0.00,0.00,0.00,0.00,0.31,0.63,0.62,0.31,0.00,0.00,0.00,0.00,0.31,Matches
153,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,32-250,1989,20.7,2.03,2.03,1.88,0.00,0.10,0.05,0.00,0.00,0.39,0.39,0.29,0.00,0.05,0.05,0.00,0.00,Matches
154,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,26-103,1996,20.5,0.68,0.68,0.54,0.00,0.00,0.10,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
155,Carlos Bacca\09a9e921,co COL,FW,Granada,es La Liga,35-239,1986,5.6,2.14,2.13,1.43,0.00,0.00,0.36,0.36,0.00,0.36,0.36,0.18,0.00,0.00,0.00,0.18,0.00,Matches
156,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27-300,1994,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,22-024,2000,10.9,0.28,0.27,0.09,0.00,0.00,0.18,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.00,Matches
158,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,33-069,1989,30.3,1.91,1.91,1.65,0.00,0.00,0.03,0.10,0.13,0.07,0.07,0.03,0.00,0.00,0.00,0.03,0.00,Matches
159,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,30-082,1992,22.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,21-040,2001,17.4,0.52,0.52,0.40,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,20-136,2001,1.5,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,22-039,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Issa Bah\956a78ea,lu LUX,FW,Venezia,it Serie A,19-304,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29-342,1992,9.8,1.02,1.03,0.71,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,24-269,1997,8.5,2.47,2.48,1.76,0.12,0.24,0.12,0.24,0.00,0.35,0.35,0.24,0.00,0.12,0.00,0.00,0.00,Matches
166,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,28-023,1994,2.4,0.42,0.41,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28-307,1993,2.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-133,2001,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
169,Nedim Bajrami\f42d6c13,al ALB,MF,Empoli,it Serie A,23-066,1999,21.3,4.51,4.51,2.91,0.94,0.33,0.19,0.05,0.09,0.23,0.23,0.19,0.00,0.00,0.05,0.00,0.00,Matches
170,Cédric Bakambu\0af4dcf0,cd COD,FW,Marseille,fr Ligue 1,31-024,1991,3.8,3.16,3.19,2.89,0.00,0.26,0.00,0.00,0.00,0.79,0.80,0.79,0.00,0.00,0.00,0.00,0.00,Matches
171,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-141,2002,3.4,0.29,0.29,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,27-261,1994,5.4,1.11,1.10,0.93,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
173,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21-319,2000,19.5,1.44,1.44,1.28,0.00,0.05,0.00,0.10,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
174,Ridle Baku\442b56fa,de GER,DFFW,Wolfsburg,de Bundesliga,24-027,1998,25.2,2.78,2.78,2.14,0.12,0.24,0.12,0.16,0.00,0.28,0.28,0.20,0.00,0.00,0.04,0.04,0.00,Matches
175,Dilane Bakwa\2b5a35e5,fr FRA,FW,Bordeaux,fr Ligue 1,19-252,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Alejandro Balde\5ccc9672,es ESP,FWDF,Barcelona,es La Liga,18-199,2003,1.1,1.82,1.82,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,fr Ligue 1,19-108,2003,0.6,1.67,1.55,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Keita Baldé\509a4ccb,sn SEN,FWMF,Cagliari,it Serie A,27-058,1995,12.9,1.47,1.47,0.85,0.00,0.08,0.23,0.23,0.08,0.16,0.15,0.08,0.00,0.00,0.00,0.08,0.00,Matches
179,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,es La Liga,32-293,1989,3.1,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
180,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,34-065,1988,22.5,0.89,0.89,0.67,0.09,0.04,0.04,0.04,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,Matches
181,Leonardo Balerdi\7c3ed041,ar ARG,DF,Marseille,fr Ligue 1,23-099,1999,10.6,0.38,0.38,0.19,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Iván Balliu\cee88597,al ALB,DF,Rayo Vallecano,es La Liga,30-124,1992,31.0,2.13,2.13,1.55,0.32,0.06,0.03,0.10,0.06,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
183,Fodé Ballo-Touré\f449640d,sn SEN,DF,Milan,it Serie A,25-122,1997,5.0,1.60,1.61,1.60,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
184,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,eng Premier League,20-306,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Abdoulaye Bamba\7fecbcdb,ci CIV,DF,Angers,fr Ligue 1,32-010,1990,4.7,1.28,1.27,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
186,Jonathan Bamba\b2bd0f6c,fr FRA,MFFW,Lille,fr Ligue 1,26-040,1996,24.5,3.02,3.01,1.47,1.02,0.16,0.04,0.24,0.08,0.16,0.16,0.12,0.00,0.00,0.00,0.04,0.00,Matches
187,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,eng Premier League,28-242,1993,6.2,1.94,1.93,1.45,0.00,0.16,0.00,0.16,0.16,0.48,0.48,0.32,0.00,0.16,0.00,0.00,0.00,Matches
188,Filippo Bandinelli\d44360be,it ITA,MF,Empoli,it Serie A,27-037,1995,19.2,2.45,2.45,2.19,0.10,0.05,0.05,0.05,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
189,Mattia Bani\0821331c,it ITA,DF,Genoa,it Serie A,28-146,1993,11.5,0.17,0.17,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Simon Banza\be47b750,fr FRA,FW,Lens,fr Ligue 1,25-265,1996,1.4,2.86,2.90,2.14,0.00,0.00,0.00,0.00,0.71,1.43,1.45,0.71,0.00,0.00,0.00,0.00,0.71,Matches
191,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,eng Premier League,24-027,1998,9.8,1.73,1.74,1.33,0.00,0.10,0.10,0.00,0.20,0.20,0.20,0.10,0.00,0.00,0.00,0.00,0.10,Matches
192,Antonín Barák\01efac19,cz CZE,FWMF,Hellas Verona,it Serie A,27-153,1994,25.0,2.44,2.44,2.04,0.00,0.16,0.16,0.08,0.00,0.40,0.40,0.28,0.00,0.04,0.04,0.04,0.00,Matches
193,Barbero\981c1863,es ESP,FWMF,Osasuna,es La Liga,23-261,1998,0.2,5.00,4.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Danilo Barbosa\0557ff4f,br BRA,DF,Nice,fr Ligue 1,26-066,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
195,Barcia\0c717ae6,es ESP,DF,Granada,es La Liga,21-125,2000,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
196,Bradley Barcola\a0d55a09,fr FRA,FW,Lyon,fr Ligue 1,19-245,2002,1.8,3.89,3.82,2.78,0.00,0.56,0.00,0.00,0.56,1.11,1.09,0.56,0.00,0.00,0.00,0.00,0.56,Matches
197,Melvin Bard\1ddbc7ca,fr FRA,DF,Nice,fr Ligue 1,21-180,2000,26.4,1.36,1.37,1.29,0.04,0.00,0.00,0.00,0.04,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
198,Enis Bardhi\cac2537b,mk MKD,MFFW,Levante,es La Liga,26-307,1995,16.1,3.79,3.78,1.93,1.06,0.06,0.43,0.31,0.00,0.19,0.19,0.12,0.06,0.00,0.00,0.00,0.00,Matches
199,Francesco Bardi\0acda699,it ITA,GK,Bologna,it Serie A,30-107,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Keidi Bare\03049c8c,al ALB,MF,Espanyol,es La Liga,24-250,1997,16.5,1.27,1.28,1.15,0.00,0.06,0.00,0.06,0.00,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,Matches
201,Nicolò Barella\6928979a,it ITA,MF,Inter,it Serie A,25-087,1997,30.1,3.69,3.69,2.86,0.03,0.33,0.20,0.17,0.10,0.56,0.56,0.47,0.00,0.03,0.03,0.03,0.00,Matches
202,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,es La Liga,25-034,1997,7.9,2.15,2.15,1.39,0.00,0.00,0.25,0.25,0.25,0.38,0.38,0.13,0.00,0.00,0.13,0.13,0.00,Matches
203,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,28-151,1993,1.7,10.0,9.94,6.47,1.76,1.18,0.00,0.59,0.00,1.76,1.75,1.76,0.00,0.00,0.00,0.00,0.00,Matches
204,Aymen Barkok\a2a85828,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,23-349,1998,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,32-187,1989,5.6,2.86,2.88,1.96,0.00,0.00,0.36,0.36,0.18,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
206,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,eng Premier League,24-147,1997,19.7,2.49,2.49,1.88,0.00,0.41,0.10,0.10,0.00,0.41,0.41,0.30,0.00,0.00,0.10,0.00,0.00,Matches
207,Antonio Barragán\487d9b09,es ESP,DF,Elche,es La Liga,34-327,1987,10.3,0.97,0.97,0.78,0.10,0.00,0.00,0.10,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
208,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,22-122,2000,18.9,1.96,1.96,1.11,0.00,0.00,0.26,0.37,0.21,0.21,0.21,0.11,0.00,0.00,0.00,0.11,0.00,Matches
209,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,20-129,2001,6.1,2.62,2.63,1.97,0.00,0.49,0.00,0.16,0.00,0.49,0.49,0.33,0.00,0.16,0.00,0.00,0.00,Matches
210,Jacob Barrett Laursen\c0d3bd23,dk DEN,DF,Arminia,de Bundesliga,27-169,1994,16.3,0.74,0.74,0.43,0.31,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
211,Musa Barrow\e5bf73f3,gm GAM,FWMF,Bologna,it Serie A,23-172,1998,21.5,3.35,3.36,2.60,0.33,0.19,0.09,0.09,0.05,0.37,0.37,0.28,0.05,0.00,0.05,0.00,0.00,Matches
212,Abdourahmane Barry\8df328f4,fr FRA,DF,Greuther Fürth,de Bundesliga,22-073,2000,2.3,1.30,1.29,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
213,Marc Bartra\b742cc0d,es ESP,DF,Betis,es La Liga,31-110,1991,19.1,0.47,0.47,0.31,0.10,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Daniele Baselli\ea06dd97,it ITA,MF,Cagliari,it Serie A,30-054,1992,3.0,4.33,4.40,2.67,0.67,0.00,0.67,0.00,0.33,0.33,0.34,0.33,0.00,0.00,0.00,0.00,0.00,Matches
215,Daniele Baselli\ea06dd97,it ITA,MFFW,Torino,it Serie A,30-054,1992,1.7,1.18,1.20,0.59,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,fr Ligue 1,25-161,1996,2.3,2.61,2.58,0.87,1.30,0.43,0.00,0.00,0.00,0.43,0.43,0.00,0.43,0.00,0.00,0.00,0.00,Matches
217,Toma Bašić\80556f08,hr CRO,MF,Lazio,it Serie A,25-161,1996,9.7,0.72,0.72,0.52,0.10,0.00,0.10,0.00,0.00,0.21,0.21,0.10,0.10,0.00,0.00,0.00,0.00,Matches
218,Amine Bassi\ced1d98f,fr FRA,MF,Metz,fr Ligue 1,24-159,1997,2.0,6.00,5.87,2.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
219,Álvaro Bastida\42a028c5,es ESP,MF,Cádiz,es La Liga,17-358,2004,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Alessandro Bastoni\75b86fb3,it ITA,DF,Inter,it Serie A,23-022,1999,24.3,1.23,1.24,1.07,0.00,0.08,0.00,0.04,0.04,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
221,Simone Bastoni\1ac232b8,it ITA,MFDF,Spezia,it Serie A,25-181,1996,24.8,2.94,2.94,1.85,0.77,0.08,0.08,0.08,0.08,0.20,0.20,0.12,0.04,0.00,0.04,0.00,0.00,Matches
222,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,eng Premier League,19-188,2002,0.5,2.00,2.09,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Rodrigo Battaglia\d637fc22,ar ARG,MF,Mallorca,es La Liga,30-297,1991,10.1,1.09,1.09,0.89,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Maximilian Bauer\44a20f0c,de GER,DF,Greuther Fürth,de Bundesliga,22-085,2000,18.6,0.43,0.43,0.38,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Oliver Baumann\47064058,de GER,GK,Hoffenheim,de Bundesliga,31-337,1990,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Timo Baumgartl\bd7d2e6d,de GER,DF,Union Berlin,de Bundesliga,26-062,1996,24.1,0.66,0.66,0.41,0.04,0.00,0.17,0.00,0.04,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,Matches
227,Julian Baumgartlinger\69374ff5,at AUT,MF,Leverkusen,de Bundesliga,34-123,1988,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Christoph Baumgartner\437f2b00,at AUT,MFFW,Hoffenheim,de Bundesliga,22-277,1999,19.2,2.19,2.18,1.77,0.00,0.16,0.05,0.16,0.05,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
229,Jon Bautista\debc6b55,es ESP,FWMF,Real Sociedad,es La Liga,26-306,1995,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
