Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1417,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,de Bundesliga,34-047,1988,14.1,0.43,0.21,0.07,0.07,0.28,0.14,0.85,16.7,0.71,12.6,3.33,26.6,1.84,5.04,5.67,0.64,0.00,0.00,0.64,0.64,1.06,0.35,0.00,Matches
1418,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,29-248,1992,24.3,2.76,1.32,1.73,0.62,0.41,0.91,1.69,53.7,0.78,12.3,3.95,32.2,5.88,4.61,1.77,1.73,0.37,0.04,1.36,2.39,5.14,2.84,0.00,Matches
1419,Takefusa Kubo\16aa3654,jp JPN,FWMF,Mallorca,es La Liga,20-335,2001,16.4,1.34,1.16,0.61,0.61,0.12,0.30,1.59,19.2,1.28,18.9,5.24,27.7,5.49,7.20,6.22,1.83,0.12,0.00,1.71,1.10,2.44,0.49,0.00,Matches
1420,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,eng Premier League,35-068,1987,21.3,3.47,2.21,1.92,1.27,0.28,1.31,3.15,41.8,1.83,19.9,6.34,31.9,7.37,9.44,3.05,1.83,0.42,0.05,1.41,2.16,5.63,2.35,0.05,Matches
1421,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,fr Ligue 1,20-308,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,5.00,16.7,0.00,20.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1422,Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,it Serie A,22-010,2000,8.6,1.98,1.28,1.16,0.70,0.12,0.81,2.21,36.8,1.40,26.4,7.09,26.9,7.33,10.5,8.60,1.28,0.00,0.00,1.28,1.74,3.72,0.23,0.00,Matches
1423,Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,eng Premier League,22-010,2000,11.4,1.49,1.14,0.70,0.79,0.00,0.44,1.40,31.3,0.96,22.3,5.44,24.4,8.16,9.12,5.00,0.79,0.00,0.00,0.79,1.93,3.42,0.09,0.00,Matches
1424,Marash Kumbulla\a40819d9,al ALB,DF,Roma,it Serie A,22-086,2000,9.9,2.12,1.52,1.41,0.61,0.10,0.91,1.92,47.4,1.01,15.7,5.66,36.1,9.29,5.86,0.51,1.41,0.81,0.00,0.61,1.62,3.74,2.53,0.00,Matches
1425,Fabian Kunze\d25fee56,de GER,MF,Arminia,de Bundesliga,23-325,1998,13.7,2.70,1.68,1.09,1.61,0.00,1.09,2.12,51.7,1.02,20.3,5.33,26.3,6.79,11.9,1.61,1.53,0.00,0.00,1.53,2.12,4.82,2.34,0.00,Matches
1426,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,25-026,1997,20.2,2.38,1.49,1.39,0.79,0.20,1.09,3.22,33.8,2.13,10.9,3.76,34.4,5.69,3.86,1.39,1.63,0.20,0.05,1.44,3.22,5.59,2.57,0.00,Matches
1427,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,fr Ligue 1,26-266,1995,4.3,0.47,0.23,0.23,0.00,0.23,0.00,0.47,0.0,0.47,20.2,4.19,20.7,1.16,8.84,10.2,1.63,0.00,0.00,1.63,0.00,0.47,0.00,0.00,Matches
1428,Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,it Serie A,26-089,1996,19.9,1.71,1.11,0.95,0.50,0.25,0.85,1.71,50.0,0.85,14.6,4.02,27.5,5.43,5.98,3.22,2.36,0.40,0.00,1.96,1.11,2.81,2.16,0.05,Matches
1429,Andrea La Mantia\c375dfa5,it ITA,FW,Empoli,it Serie A,30-364,1991,4.8,0.42,0.21,0.00,0.00,0.42,0.00,0.42,0.0,0.42,7.71,1.46,18.9,0.42,4.58,2.71,0.63,0.21,0.00,0.42,0.42,0.83,1.04,0.00,Matches
1430,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,fr Ligue 1,28-002,1994,28.0,0.68,0.50,0.14,0.25,0.29,0.07,0.71,10.0,0.64,18.2,5.25,28.8,1.14,7.14,9.93,1.04,0.07,0.00,0.96,0.50,1.18,0.64,0.00,Matches
1431,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,fr Ligue 1,28-002,1994,3.8,0.79,0.26,0.26,0.00,0.53,0.26,0.79,33.3,0.53,12.6,3.68,29.2,1.84,4.74,6.05,0.79,0.00,0.00,0.79,1.05,1.84,2.11,0.00,Matches
1432,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,eng Premier League,30-342,1991,19.0,1.37,1.00,0.37,0.68,0.32,0.37,0.79,46.7,0.42,18.1,5.53,30.6,2.42,6.11,9.53,0.68,0.11,0.00,0.58,0.68,2.05,0.32,0.00,Matches
1433,Tom Lacoux\295ba708,fr FRA,DFMF,Bordeaux,fr Ligue 1,20-100,2002,10.1,3.07,1.88,1.78,1.09,0.20,1.58,3.56,44.4,1.98,18.3,5.74,31.4,6.44,10.2,1.68,1.88,0.30,0.00,1.58,1.88,4.95,2.08,0.10,Matches
1434,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,fr Ligue 1,19-088,2003,1.5,5.33,4.00,3.33,2.00,0.00,0.67,1.33,50.0,0.67,20.7,8.00,38.7,12.0,8.67,0.00,1.33,0.67,0.00,0.67,4.00,9.33,3.33,0.00,Matches
1435,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,de Bundesliga,22-029,2000,25.7,2.33,1.01,1.56,0.62,0.16,0.93,1.56,60.0,0.62,12.6,4.05,32.0,7.47,4.51,0.66,1.79,0.51,0.00,1.28,4.24,6.58,4.98,0.08,Matches
1436,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,23-102,1999,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.0,0.11,0.31,0.09,27.3,0.31,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.06,0.00,Matches
1437,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,32-181,1989,30.9,1.17,0.55,0.84,0.32,0.00,0.55,1.00,54.8,0.45,6.38,1.78,27.9,4.11,2.23,0.03,1.78,0.74,0.03,1.04,1.39,2.56,4.82,0.06,Matches
1438,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,de Bundesliga,24-343,1997,12.2,3.20,1.80,1.23,1.64,0.33,1.39,3.69,37.8,2.30,34.2,9.67,28.3,8.85,19.8,5.49,2.05,0.25,0.00,1.80,1.15,4.34,0.82,0.08,Matches
1439,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,29-251,1992,14.5,1.45,0.62,0.41,0.55,0.48,0.76,1.93,39.3,1.17,14.8,3.72,25.1,5.03,6.00,3.79,2.14,0.28,0.00,1.86,1.52,2.97,1.79,0.00,Matches
1440,Diego Lainez\bf12926c,mx MEX,FW,Betis,es La Liga,21-330,2000,1.6,1.25,1.25,0.00,0.63,0.63,0.63,2.50,25.0,1.88,21.9,5.00,22.9,3.75,10.6,7.50,1.88,0.00,0.00,1.88,0.00,1.25,0.00,0.00,Matches
1441,Adam Lallana\99813635,eng ENG,MF,Brighton,eng Premier League,33-360,1988,17.2,2.21,1.28,1.10,0.87,0.23,0.64,2.09,30.6,1.45,17.5,6.05,34.6,6.51,7.67,3.31,1.51,0.47,0.00,1.05,1.57,3.78,0.87,0.00,Matches
1442,Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,de Bundesliga,32-035,1990,13.0,1.92,1.38,1.54,0.31,0.08,0.77,1.62,47.6,0.85,11.5,4.31,37.6,7.23,3.77,0.46,2.23,0.77,0.08,1.46,2.54,4.46,5.92,0.08,Matches
1443,Érik Lamela\abe66106,ar ARG,FW,Sevilla,es La Liga,30-062,1992,9.6,3.02,2.40,1.25,1.25,0.52,0.52,1.35,38.5,0.83,21.7,7.60,35.1,5.73,10.2,5.73,1.46,0.00,0.00,1.46,0.94,3.96,0.31,0.00,Matches
1444,Didier Lamkel Zé\b229aa13,cm CMR,FW,Metz,fr Ligue 1,25-230,1996,3.9,0.26,0.26,0.26,0.00,0.00,0.00,0.26,0.0,0.26,9.74,2.31,23.7,1.03,4.10,4.62,1.03,0.26,0.00,0.77,0.00,0.26,1.03,0.00,Matches
1445,Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,de Bundesliga,25-005,1997,5.1,0.98,0.39,0.20,0.39,0.39,0.20,0.39,50.0,0.20,21.0,4.71,22.4,1.57,8.63,10.8,0.78,0.20,0.00,0.59,0.78,1.76,0.78,0.00,Matches
1446,Sam Lammers\c283ddef,nl NED,FW,Atalanta,it Serie A,25-005,1997,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,17.5,7.50,42.9,0.00,5.00,12.5,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,Matches
1447,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,eng Premier League,21-217,2000,17.0,2.24,1.35,0.88,1.06,0.29,0.82,1.53,53.8,0.71,14.2,4.35,30.7,4.47,5.59,4.12,1.24,0.18,0.00,1.06,2.06,4.29,1.06,0.00,Matches
1448,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,eng Premier League,29-079,1993,17.1,1.40,0.99,0.58,0.47,0.35,0.64,2.16,29.7,1.52,19.5,5.20,26.6,5.32,10.1,4.09,0.99,0.06,0.00,0.94,1.29,2.69,0.35,0.00,Matches
1449,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,27-343,1994,27.8,0.97,0.58,0.61,0.32,0.04,0.50,0.86,58.3,0.36,4.64,2.16,46.5,2.77,1.58,0.29,0.79,0.32,0.00,0.47,1.08,2.05,2.41,0.07,Matches
1450,Julien Laporte\f066022d,fr FRA,DF,Lorient,fr Ligue 1,28-182,1993,30.1,2.26,1.50,1.36,0.90,0.00,0.86,2.23,38.8,1.36,9.53,3.69,38.7,6.05,3.32,0.17,1.66,0.73,0.00,0.93,2.29,4.55,5.71,0.00,Matches
1451,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,fr Ligue 1,21-124,2001,2.3,1.74,0.87,0.87,0.87,0.00,0.43,0.43,100.0,0.00,13.9,2.61,18.8,5.65,4.78,3.48,1.74,0.00,0.00,1.74,2.61,4.35,3.48,0.00,Matches
1452,Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,it Serie A,29-268,1992,10.9,0.73,0.55,0.37,0.18,0.18,0.37,1.56,23.5,1.19,15.0,4.22,28.2,1.65,5.32,7.98,1.38,0.00,0.00,1.38,0.46,1.19,0.55,0.00,Matches
1453,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,28-175,1993,20.4,0.83,0.39,0.69,0.05,0.10,0.29,0.74,40.0,0.44,6.72,2.21,32.8,4.02,2.40,0.29,2.21,1.42,0.05,0.78,1.52,2.35,5.93,0.00,Matches
1454,Bryan Lasme\ebac0ace,fr FRA,FW,Arminia,de Bundesliga,23-172,1998,9.7,0.62,0.41,0.00,0.31,0.31,0.10,0.31,33.3,0.21,20.5,4.95,24.1,1.03,8.25,11.2,1.03,0.00,0.00,1.03,0.10,0.72,1.13,0.00,Matches
1455,Paul Lasne\542cc80f,fr FRA,MF,Brest,fr Ligue 1,33-109,1989,6.7,2.39,1.19,0.60,1.49,0.30,0.60,2.24,26.7,1.64,24.5,7.46,30.5,5.82,15.5,3.13,1.04,0.15,0.00,0.90,2.39,4.78,1.49,0.00,Matches
1456,Toni Lato\8e088e04,es ESP,DFMF,Valencia,es La Liga,24-165,1997,6.6,1.82,0.91,1.21,0.45,0.15,1.36,2.12,64.3,0.76,18.2,5.76,31.7,9.24,5.61,3.33,1.67,0.15,0.00,1.52,1.67,3.48,3.03,0.00,Matches
1457,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,fr Ligue 1,23-152,1998,25.5,1.49,1.14,0.47,0.78,0.24,0.63,1.53,41.0,0.90,18.9,4.94,26.1,3.14,10.0,5.76,0.67,0.08,0.00,0.59,1.18,2.67,0.08,0.00,Matches
1458,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,it Serie A,31-232,1990,27.9,1.33,0.68,0.72,0.32,0.29,0.50,1.47,34.1,0.97,8.35,2.72,32.6,3.33,3.08,1.94,1.72,0.18,0.04,1.54,1.33,2.65,1.25,0.00,Matches
1459,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,it Serie A,28-157,1993,15.7,1.40,0.70,0.57,0.70,0.13,0.70,1.66,42.3,0.96,9.81,2.99,30.5,3.06,4.84,1.91,1.15,0.13,0.00,1.02,1.34,2.74,1.34,0.00,Matches
1460,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,fr Ligue 1,19-216,2002,0.7,2.86,2.86,0.00,2.86,0.00,0.00,1.43,0.0,1.43,17.1,4.29,25.0,7.14,8.57,1.43,5.71,0.00,0.00,5.71,1.43,4.29,0.00,0.00,Matches
1461,Jérémy Le Douaron\88c4d190,fr FRA,FW,Brest,fr Ligue 1,24-014,1998,15.6,0.58,0.45,0.13,0.32,0.13,0.06,1.03,6.3,0.96,24.6,4.87,19.8,2.37,14.4,7.82,1.03,0.13,0.00,0.90,0.45,1.03,0.83,0.00,Matches
1462,Enzo Le Fée\6f806d99,fr FRA,MFFW,Lorient,fr Ligue 1,22-091,2000,21.4,2.90,1.96,1.12,1.45,0.33,0.79,3.27,24.3,2.48,24.8,7.34,29.6,8.64,12.7,3.46,1.21,0.05,0.00,1.17,1.82,4.72,0.70,0.00,Matches
1463,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,fr Ligue 1,32-202,1989,31.0,2.03,1.16,1.16,0.71,0.16,1.10,1.87,58.6,0.77,12.3,3.97,32.3,5.58,5.23,1.48,1.32,0.06,0.00,1.26,1.39,3.42,1.48,0.03,Matches
1464,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,fr Ligue 1,32-206,1989,7.6,1.84,0.39,1.71,0.13,0.00,0.53,1.18,44.4,0.66,9.61,2.63,27.4,6.05,3.03,0.53,1.58,0.79,0.00,0.79,1.97,3.82,2.50,0.00,Matches
1465,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,25-175,1996,34.0,1.15,0.71,0.79,0.24,0.12,0.44,0.88,50.0,0.44,7.88,2.82,35.8,4.91,2.53,0.44,1.35,0.62,0.00,0.74,1.59,2.74,4.71,0.03,Matches
1466,Rafael Leão\20730eae,pt POR,FW,Milan,it Serie A,22-329,1999,26.0,0.77,0.58,0.19,0.38,0.19,0.27,0.69,38.9,0.42,9.42,2.81,29.8,1.27,3.88,4.27,0.77,0.08,0.00,0.69,0.85,1.62,0.15,0.00,Matches
1467,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,36-226,1985,25.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.12,0.04,33.3,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,Matches
1468,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,29-081,1993,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.12,0.03,25.0,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,Matches
1469,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,eng Premier League,28-345,1993,21.9,2.60,1.55,1.10,1.10,0.41,1.10,3.38,32.4,2.28,25.8,6.30,24.4,9.68,12.3,3.88,1.64,0.46,0.09,1.19,1.46,4.06,0.64,0.00,Matches
1470,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,es La Liga,30-167,1991,4.4,0.68,0.68,0.45,0.23,0.00,0.23,1.14,20.0,0.91,13.9,4.09,29.5,2.95,7.73,3.18,1.14,0.00,0.00,1.14,1.14,1.82,0.68,0.00,Matches
1471,Maxim Leitsch\7e12a98d,de GER,DF,Bochum,de Bundesliga,23-352,1998,16.1,1.43,0.99,0.87,0.50,0.06,0.56,1.12,50.0,0.56,11.9,4.22,35.6,6.46,5.03,0.37,2.61,1.24,0.00,1.37,2.80,4.22,5.03,0.12,Matches
1472,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,35-116,1987,18.2,3.13,1.81,1.48,1.32,0.33,0.93,2.75,34.0,1.81,19.3,5.16,26.8,7.31,9.95,2.03,1.81,0.60,0.00,1.21,1.76,4.89,1.81,0.00,Matches
1473,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,es La Liga,30-350,1991,26.0,1.31,0.65,0.85,0.42,0.04,0.38,0.69,55.6,0.31,8.96,2.42,27.0,5.50,3.00,0.46,1.69,0.81,0.04,0.88,2.19,3.50,5.77,0.04,Matches
1474,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,es La Liga,29-001,1993,20.6,1.89,1.17,0.97,0.63,0.29,1.02,2.18,46.7,1.17,13.2,4.37,33.1,4.90,5.73,2.57,2.48,0.53,0.05,1.94,1.80,3.69,2.57,0.00,Matches
1475,Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,es La Liga,26-174,1995,15.9,1.64,1.01,0.63,0.75,0.25,0.38,1.19,31.6,0.82,17.6,5.53,31.4,4.47,8.55,4.59,1.26,0.06,0.00,1.19,1.13,2.77,0.50,0.00,Matches
1476,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,fr Ligue 1,18-271,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,10.0,50.0,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1477,Mario Lemina\2b471f99,ga GAB,MF,Nice,fr Ligue 1,28-246,1993,20.3,3.25,2.02,1.53,1.33,0.39,0.99,1.82,54.1,0.84,14.1,5.17,36.6,5.02,7.39,1.72,1.48,0.39,0.05,1.08,2.27,5.52,1.97,0.00,Matches
1478,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,fr Ligue 1,35-050,1987,10.0,3.30,2.40,1.60,1.40,0.30,1.20,3.90,30.8,2.70,25.1,7.80,31.1,10.9,11.9,2.30,1.50,0.30,0.00,1.20,1.70,5.00,1.80,0.00,Matches
1479,Tim Lemperle\792ffa71,de GER,FWMF,Köln,de Bundesliga,20-089,2002,1.5,3.33,2.67,0.67,2.00,0.67,0.67,0.67,100.0,0.00,33.3,12.0,36.0,4.00,14.7,14.7,0.67,0.00,0.00,0.67,0.67,4.00,0.00,0.00,Matches
1480,Ruben Lendinez\755da865,es ESP,DF,Valencia,es La Liga,19-052,2003,1.5,4.00,3.33,3.33,0.67,0.00,1.33,4.00,33.3,2.67,17.3,4.67,26.9,10.0,5.33,2.00,0.67,0.00,0.00,0.67,6.67,10.7,4.67,0.00,Matches
1481,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,26-322,1995,6.9,2.32,1.88,1.59,0.58,0.14,0.58,0.87,66.7,0.29,14.3,6.38,44.4,6.67,6.96,0.72,1.30,0.29,0.00,1.01,1.59,3.91,2.46,0.00,Matches
1482,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,eng Premier League,35-019,1987,16.0,2.31,1.06,0.81,0.94,0.56,0.56,2.44,23.1,1.88,20.9,4.94,23.7,6.00,8.19,6.69,1.69,0.25,0.00,1.44,0.69,3.00,0.69,0.00,Matches
1483,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,30-062,1992,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1484,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,de Bundesliga,27-225,1994,7.0,4.00,1.71,2.57,1.00,0.43,1.14,2.57,44.4,1.43,15.9,5.71,36.0,7.29,5.00,3.57,1.71,0.57,0.00,1.14,2.00,6.00,4.43,0.00,Matches
1485,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,fr Ligue 1,22-080,2000,5.9,4.41,2.37,2.37,1.86,0.17,1.19,3.90,30.4,2.71,34.1,7.63,22.4,10.7,18.1,5.25,2.20,0.85,0.00,1.36,0.85,5.25,1.02,0.00,Matches
1486,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,33-257,1988,30.7,0.33,0.23,0.03,0.13,0.16,0.10,0.36,27.3,0.26,9.71,3.26,33.6,0.33,3.00,6.38,0.72,0.13,0.00,0.59,0.36,0.68,0.26,0.00,Matches
1487,Jamie Leweling\13fe7b69,de GER,FWMF,Greuther Fürth,de Bundesliga,21-068,2001,20.4,0.78,0.44,0.10,0.54,0.15,0.25,0.78,31.3,0.54,17.9,4.80,26.8,2.25,7.70,7.94,1.03,0.05,0.00,0.98,0.93,1.72,0.39,0.00,Matches
1488,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,eng Premier League,24-100,1998,2.9,3.79,2.07,2.41,0.69,0.69,1.03,1.38,75.0,0.34,14.5,4.83,33.3,8.62,2.76,3.10,1.72,0.69,0.00,1.03,2.07,5.86,2.07,0.00,Matches
1489,Luca Lezzerini\c9c32262,it ITA,GK,Venezia,it Serie A,27-042,1995,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,Matches
1490,Ben Lhassine Kone\7452c7a8,ci CIV,MF,Torino,it Serie A,22-052,2000,0.9,3.33,2.22,1.11,2.22,0.00,1.11,1.11,100.0,0.00,28.9,7.78,26.9,13.3,13.3,2.22,0.00,0.00,0.00,0.00,1.11,4.44,2.22,0.00,Matches
1491,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18-363,2003,0.8,2.50,1.25,2.50,0.00,0.00,0.00,0.00,,0.00,30.0,8.75,29.2,3.75,17.5,8.75,3.75,0.00,0.00,3.75,1.25,3.75,0.00,0.00,Matches
1492,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,fr Ligue 1,34-081,1988,21.0,2.86,1.57,1.52,0.71,0.62,1.62,3.33,48.6,1.71,15.2,3.95,25.9,6.48,5.43,3.33,1.48,0.00,0.00,1.48,1.52,4.38,1.14,0.00,Matches
1493,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,25-298,1996,29.9,0.70,0.40,0.50,0.17,0.03,0.30,0.57,52.9,0.27,5.42,1.81,33.3,3.34,1.67,0.40,1.44,0.87,0.00,0.57,2.51,3.21,6.05,0.03,Matches
1494,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,it Serie A,22-266,1999,27.9,1.29,0.79,0.75,0.50,0.04,0.43,0.65,66.7,0.22,8.49,3.51,41.4,4.37,3.58,0.54,1.58,0.82,0.00,0.75,1.43,2.72,4.48,0.00,Matches
1495,Isaac Lihadji\57a46f3f,fr FRA,MFFW,Lille,fr Ligue 1,20-025,2002,2.6,1.15,0.77,0.38,0.38,0.38,0.38,1.92,20.0,1.54,21.2,6.15,29.1,6.54,8.85,5.77,0.00,0.00,0.00,0.00,1.54,2.69,0.38,0.00,Matches
1496,Anderson Lima\59be3a74,br BRA,MF,Lazio,it Serie A,22-224,1999,0.7,5.71,2.86,2.86,2.86,0.00,4.29,4.29,100.0,0.00,25.7,5.71,22.2,10.0,11.4,4.29,1.43,0.00,0.00,1.43,2.86,8.57,0.00,0.00,Matches
1497,Andreas Linde\4d6a842d,se SWE,GK,Greuther Fürth,de Bundesliga,28-285,1993,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.0,0.09,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,Matches
1498,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,27-292,1994,24.2,0.74,0.37,0.37,0.37,0.00,0.37,0.66,56.3,0.29,5.54,2.11,38.1,2.77,2.48,0.29,1.69,0.79,0.00,0.91,1.90,2.64,4.63,0.00,Matches
1499,Jesper Lindstrøm\37dc1a48,dk DEN,FWMF,Eint Frankfurt,de Bundesliga,22-065,2000,22.0,1.41,0.95,0.41,0.59,0.41,0.45,1.50,30.3,1.05,22.7,6.50,28.6,3.27,9.91,9.55,1.68,0.00,0.00,1.68,1.86,3.27,0.32,0.00,Matches
1500,Karol Linetty\d023d70f,pl POL,MFFW,Torino,it Serie A,27-092,1995,9.7,1.24,0.82,0.31,0.41,0.52,0.41,1.44,28.6,1.03,19.0,5.57,29.3,4.23,9.07,5.67,0.93,0.10,0.00,0.82,0.82,2.06,0.31,0.00,Matches
1501,Jesse Lingard\810e3c74,eng ENG,FWMF,Manchester Utd,eng Premier League,29-141,1992,4.1,2.68,1.46,0.73,1.46,0.49,0.49,0.73,66.7,0.24,26.8,6.83,25.5,4.88,11.0,11.0,0.73,0.00,0.00,0.73,0.98,3.66,0.24,0.00,Matches
1502,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,fr Ligue 1,24-265,1997,19.2,1.30,0.83,0.57,0.52,0.21,0.57,1.82,31.4,1.25,11.1,3.96,35.5,3.33,4.22,3.59,1.25,0.00,0.00,1.25,1.41,2.71,0.94,0.00,Matches
1503,Valentino Livramento\afed6722,eng ENG,DF,Southampton,eng Premier League,19-174,2002,24.5,2.20,1.22,1.31,0.69,0.20,1.02,1.84,55.6,0.82,13.6,4.49,33.1,6.69,5.10,1.76,1.84,0.41,0.00,1.43,2.98,5.18,2.00,0.00,Matches
1504,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,de Bundesliga,24-209,1997,20.6,1.26,1.02,0.44,0.39,0.44,0.63,1.80,35.1,1.17,23.6,7.72,32.7,4.47,11.4,7.72,1.07,0.10,0.00,0.97,0.97,2.23,0.78,0.00,Matches
1505,Javier Llabrés\38b0cf42,,FWMF,Mallorca,es La Liga,,,1.4,2.14,2.14,0.71,0.71,0.71,0.71,1.43,50.0,0.71,8.57,3.57,41.7,1.43,4.29,2.86,0.71,0.00,0.00,0.71,0.00,2.14,0.00,0.00,Matches
1506,Diego Llorente\bba30585,es ESP,DF,Leeds United,eng Premier League,28-262,1993,22.0,2.32,1.55,1.59,0.64,0.09,1.18,2.14,55.3,0.95,14.1,5.77,40.8,8.09,5.50,0.55,2.64,0.77,0.00,1.86,2.55,4.86,4.05,0.05,Matches
1507,Marcos Llorente\02c15616,es ESP,DFMF,Atlético Madrid,es La Liga,27-095,1995,24.3,2.06,1.28,0.99,0.91,0.16,0.82,1.69,48.8,0.86,14.1,5.02,35.7,5.64,5.14,3.29,1.52,0.37,0.00,1.15,1.60,3.66,1.81,0.00,Matches
1508,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,35-130,1986,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.12,0.03,25.0,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,Matches
1509,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,eng Premier League,26-026,1996,2.6,3.08,1.15,1.54,1.15,0.38,1.15,4.62,25.0,3.46,26.5,5.38,20.3,10.0,11.2,5.38,2.69,0.38,0.00,2.31,1.15,4.23,0.00,0.00,Matches
